Id,Score
415788,5.0
17819,4.0
553674,2.0
275856,5.0
250109,3.0
187745,4.0
366503,5.0
261009,5.0
176116,5.0
141985,5.0
238621,5.0
188300,5.0
194643,5.0
350096,4.0
342734,5.0
305208,5.0
108404,5.0
165432,5.0
538612,5.0
484004,5.0
142708,5.0
149737,3.0
444973,1.0
455322,5.0
313371,5.0
182881,5.0
97934,5.0
440299,3.0
53883,2.0
124619,1.0
553456,2.0
484521,5.0
434171,5.0
249151,4.0
68936,5.0
325088,5.0
265028,5.0
92786,4.0
443424,5.0
543051,4.0
55105,2.0
14101,1.0
298970,5.0
421289,5.0
7432,5.0
184379,1.0
342608,5.0
65363,5.0
97117,5.0
413069,5.0
90142,4.0
140955,4.0
219045,5.0
262410,5.0
20498,1.0
389536,2.0
364483,5.0
375074,5.0
546221,5.0
217822,1.0
503929,2.0
381619,3.0
111271,4.0
442623,5.0
20885,5.0
141054,1.0
38364,5.0
9221,1.0
51741,2.0
462488,1.0
244688,2.0
534098,5.0
103061,1.0
254182,5.0
452444,1.0
180383,5.0
115814,3.0
156780,5.0
217159,5.0
40234,1.0
93105,2.0
126280,5.0
523029,5.0
49699,3.0
343576,5.0
518773,1.0
382162,5.0
126830,5.0
447288,5.0
48569,3.0
405635,5.0
445384,5.0
240001,5.0
442443,5.0
164461,5.0
57798,1.0
198793,5.0
88422,2.0
423938,5.0
142416,5.0
490441,5.0
111015,5.0
407168,5.0
139985,5.0
259720,5.0
343759,5.0
244393,1.0
265486,5.0
303098,5.0
173284,3.0
450187,5.0
509483,5.0
424475,5.0
442065,3.0
83469,5.0
463900,1.0
239367,5.0
56189,4.0
279807,5.0
419478,5.0
194929,5.0
444885,4.0
360284,5.0
71609,5.0
304980,5.0
161625,3.0
503232,5.0
39295,5.0
5787,5.0
326788,5.0
439606,5.0
485485,4.0
115480,5.0
165075,3.0
111482,2.0
136599,5.0
500121,2.0
299550,4.0
530733,5.0
354489,5.0
267083,1.0
340132,5.0
466774,3.0
94684,5.0
6105,5.0
239877,5.0
98876,5.0
474168,5.0
176329,5.0
514306,4.0
202863,5.0
307588,4.0
17188,4.0
453770,5.0
521308,1.0
285444,3.0
388633,5.0
75759,5.0
460502,5.0
236946,2.0
193180,5.0
49793,5.0
70851,2.0
415543,5.0
194683,2.0
140664,1.0
446047,5.0
166723,5.0
169494,5.0
448667,5.0
488782,4.0
338379,5.0
125185,1.0
294113,5.0
225541,5.0
17460,5.0
283935,1.0
498620,5.0
55978,5.0
183885,5.0
44694,4.0
310132,5.0
364742,1.0
132255,5.0
313881,5.0
198507,5.0
107907,5.0
384314,5.0
226080,5.0
312185,5.0
9666,1.0
155879,4.0
300494,2.0
164744,5.0
311537,5.0
357502,5.0
502383,1.0
180365,5.0
321020,5.0
118507,5.0
284865,5.0
166172,3.0
407515,4.0
85219,5.0
166809,1.0
295934,5.0
478788,4.0
395061,5.0
128807,5.0
497612,1.0
217174,5.0
343193,3.0
63887,5.0
342641,5.0
296148,5.0
463496,5.0
430320,5.0
206563,5.0
294506,5.0
247760,1.0
478798,5.0
510917,2.0
459513,2.0
534480,4.0
426688,4.0
557133,4.0
204392,5.0
124752,5.0
465481,5.0
462003,5.0
353297,1.0
85984,5.0
460831,5.0
230795,1.0
51796,5.0
306065,5.0
449675,5.0
285080,5.0
21658,2.0
170861,4.0
154678,5.0
285607,3.0
393501,5.0
139105,4.0
553324,5.0
479864,5.0
530817,4.0
435287,4.0
36164,2.0
154563,5.0
293990,3.0
479571,5.0
336619,5.0
20656,5.0
370643,4.0
326072,5.0
394189,5.0
111752,5.0
191725,3.0
363656,5.0
533127,5.0
29932,5.0
520380,5.0
123134,2.0
10218,2.0
442763,5.0
512519,1.0
91902,5.0
284477,5.0
456192,5.0
25879,5.0
294473,5.0
449832,2.0
206139,1.0
205319,5.0
93506,1.0
304561,1.0
36106,4.0
554316,5.0
250255,5.0
271681,2.0
534390,5.0
41471,1.0
401941,5.0
498683,5.0
204933,5.0
445356,5.0
524758,5.0
209366,5.0
394633,4.0
291135,5.0
66449,5.0
531972,5.0
521312,4.0
284805,5.0
486797,5.0
118063,5.0
230429,2.0
465015,5.0
408693,5.0
36987,1.0
399198,4.0
13348,5.0
408092,4.0
291782,5.0
354132,5.0
310417,4.0
283914,4.0
340580,5.0
501825,5.0
282573,5.0
499798,2.0
383928,5.0
333249,5.0
13231,4.0
149791,5.0
55692,5.0
346483,1.0
50779,5.0
166384,5.0
365976,5.0
317896,5.0
400900,5.0
505002,4.0
548373,2.0
299555,5.0
448792,4.0
360977,5.0
134761,5.0
429754,5.0
559449,5.0
447531,4.0
61407,5.0
145971,5.0
264974,3.0
74061,5.0
133222,2.0
69112,4.0
21892,2.0
492440,5.0
240374,5.0
84777,1.0
262415,5.0
265580,5.0
516232,2.0
490368,5.0
390792,2.0
174733,5.0
96655,5.0
90869,5.0
97071,5.0
110820,5.0
221069,5.0
226090,5.0
126612,1.0
138523,5.0
36871,5.0
463957,2.0
346799,5.0
416867,1.0
170184,5.0
73035,5.0
85071,4.0
437944,5.0
445930,1.0
553551,5.0
126847,5.0
378485,4.0
246808,5.0
187864,5.0
376956,5.0
176734,1.0
308791,1.0
16876,5.0
174767,5.0
19242,5.0
118107,1.0
443669,5.0
151649,4.0
279378,5.0
525479,5.0
456142,5.0
200149,5.0
366205,5.0
362286,4.0
557055,5.0
349285,5.0
508331,1.0
402604,4.0
26092,5.0
258321,5.0
58092,5.0
102493,5.0
451480,3.0
518897,5.0
383332,4.0
164989,5.0
252568,5.0
132557,5.0
61643,4.0
511934,5.0
1979,5.0
286683,5.0
168930,5.0
315784,5.0
247785,1.0
235008,4.0
477571,1.0
413721,5.0
349854,5.0
532626,1.0
549224,5.0
200475,5.0
374788,5.0
368774,1.0
99527,5.0
358760,5.0
394162,5.0
327346,5.0
186096,5.0
221355,5.0
205448,3.0
414508,4.0
231912,5.0
540921,5.0
547382,4.0
1546,5.0
397667,3.0
350835,5.0
247790,2.0
300480,5.0
339881,5.0
528045,5.0
155700,5.0
291338,1.0
52292,5.0
84108,5.0
116748,5.0
335391,5.0
385934,3.0
272599,4.0
111853,5.0
274165,5.0
325229,5.0
500509,5.0
303377,5.0
412927,5.0
480620,5.0
92478,5.0
312782,4.0
81521,2.0
460006,5.0
382694,1.0
508543,5.0
90490,5.0
191687,4.0
423084,5.0
83570,5.0
335691,1.0
236778,4.0
120979,4.0
188413,3.0
480723,5.0
252263,1.0
512458,5.0
225591,5.0
497153,4.0
478635,4.0
420938,5.0
148329,5.0
295078,5.0
193987,3.0
183168,5.0
496750,5.0
77052,2.0
531416,5.0
449523,5.0
391738,5.0
298889,5.0
221676,4.0
30521,5.0
334168,5.0
183283,3.0
271499,3.0
222945,1.0
109082,5.0
339253,5.0
369089,5.0
58764,5.0
72960,3.0
438207,5.0
94632,5.0
200390,1.0
217315,2.0
314180,5.0
177759,4.0
481994,5.0
276460,5.0
421827,5.0
102765,1.0
282126,5.0
16909,5.0
360187,5.0
40807,5.0
18114,5.0
494169,5.0
305157,5.0
350981,4.0
558505,5.0
175497,5.0
306482,5.0
447283,5.0
304159,4.0
386517,5.0
115935,5.0
208767,2.0
345942,5.0
467583,5.0
33392,5.0
177113,5.0
398375,5.0
546826,5.0
30943,2.0
132677,5.0
374892,5.0
249112,5.0
3343,5.0
57647,4.0
324089,4.0
32805,5.0
121990,1.0
193936,5.0
87903,5.0
546004,5.0
488898,5.0
545724,5.0
464764,4.0
85286,5.0
193827,5.0
477267,4.0
407317,5.0
170341,4.0
479261,4.0
290763,1.0
287456,5.0
354671,5.0
440080,5.0
358269,4.0
85662,1.0
361884,5.0
230637,5.0
361444,5.0
115937,1.0
333757,5.0
232691,3.0
134909,4.0
374092,5.0
192756,5.0
210189,2.0
501330,5.0
431044,5.0
530805,5.0
53552,5.0
353014,1.0
358068,5.0
252292,1.0
49746,1.0
414076,1.0
55639,1.0
31837,5.0
470560,2.0
312797,5.0
23390,5.0
389511,5.0
434992,2.0
321008,4.0
331294,5.0
295929,5.0
316689,4.0
59976,5.0
43478,5.0
229843,5.0
379311,4.0
344711,5.0
424066,5.0
68013,5.0
344579,5.0
419945,1.0
90274,5.0
229551,5.0
240295,5.0
263595,5.0
274179,1.0
323293,5.0
456779,5.0
384173,5.0
94186,5.0
319473,5.0
544462,5.0
541701,5.0
272506,5.0
288016,5.0
213156,4.0
206352,5.0
462677,5.0
389920,5.0
532321,5.0
541708,5.0
555364,5.0
419485,5.0
339766,2.0
173798,5.0
521638,5.0
175592,5.0
386053,5.0
492588,4.0
236429,2.0
328295,5.0
102458,5.0
529199,4.0
336950,4.0
188919,5.0
476245,5.0
462033,5.0
456773,5.0
373056,5.0
314017,2.0
48838,5.0
151606,5.0
213592,5.0
301906,5.0
93539,5.0
345158,5.0
495205,5.0
184521,5.0
356841,5.0
17294,5.0
383858,5.0
202680,5.0
245919,5.0
187836,5.0
365603,3.0
235716,4.0
162913,5.0
148755,5.0
59524,4.0
27484,3.0
203633,1.0
555513,5.0
306884,2.0
516636,1.0
329705,5.0
250174,5.0
242118,4.0
372940,1.0
529744,5.0
39035,5.0
537170,5.0
42954,3.0
468518,5.0
63591,1.0
336980,4.0
499132,4.0
553080,5.0
43005,5.0
184946,5.0
522542,1.0
440439,5.0
59195,4.0
497334,5.0
104550,5.0
436295,5.0
175258,5.0
120586,1.0
48238,5.0
156702,5.0
252825,5.0
45549,5.0
414165,5.0
124477,5.0
39770,5.0
487927,4.0
494907,5.0
310360,4.0
46101,5.0
64422,5.0
297447,2.0
23422,5.0
438675,1.0
204046,5.0
447617,5.0
553847,5.0
406736,5.0
279262,5.0
438842,5.0
528534,4.0
491140,5.0
355675,5.0
557409,5.0
178827,5.0
417346,2.0
178457,5.0
420764,5.0
235058,2.0
167904,5.0
546164,5.0
223701,5.0
57838,1.0
550211,5.0
313112,3.0
463412,5.0
138559,5.0
362954,5.0
87100,5.0
309001,5.0
95710,5.0
452689,5.0
225658,5.0
545566,4.0
73232,1.0
245752,5.0
420959,5.0
46623,5.0
166169,1.0
456516,1.0
8021,5.0
366390,3.0
156279,5.0
126186,3.0
170600,3.0
21783,5.0
369324,5.0
473639,5.0
9519,3.0
210786,5.0
277097,1.0
154776,2.0
93481,5.0
319663,5.0
196836,5.0
413827,5.0
471812,1.0
163533,5.0
168871,5.0
193358,5.0
275409,4.0
486082,5.0
464966,5.0
347551,5.0
282502,5.0
502668,3.0
21978,5.0
71348,1.0
403107,5.0
102867,4.0
175433,5.0
173894,5.0
174716,5.0
75776,4.0
547195,4.0
311095,5.0
277442,1.0
239351,5.0
94731,4.0
58548,5.0
265881,5.0
95327,5.0
313211,5.0
385775,4.0
180135,5.0
548022,5.0
455005,5.0
448018,5.0
269481,5.0
553199,5.0
31762,5.0
261751,5.0
6745,4.0
5704,5.0
393331,5.0
472325,4.0
258363,5.0
442654,5.0
385258,5.0
478832,3.0
123969,5.0
302898,4.0
216286,5.0
307005,3.0
541368,5.0
426127,5.0
511927,5.0
356247,1.0
75032,4.0
374465,5.0
185104,5.0
95102,5.0
27399,1.0
295742,5.0
266942,1.0
416876,1.0
299568,4.0
62999,5.0
30681,5.0
228933,5.0
158450,5.0
267995,5.0
480753,1.0
243081,5.0
327237,3.0
184230,4.0
330541,5.0
184760,5.0
146763,1.0
474025,4.0
287691,5.0
293379,5.0
478324,5.0
3551,5.0
200735,2.0
449816,4.0
82963,3.0
491591,1.0
34071,5.0
557886,4.0
336873,5.0
194526,4.0
43673,5.0
237465,5.0
313840,5.0
120991,5.0
321381,1.0
288327,5.0
55872,1.0
423448,5.0
454174,4.0
443888,5.0
491753,5.0
252076,5.0
485601,5.0
497500,5.0
498482,3.0
351452,5.0
514967,5.0
265911,4.0
221019,5.0
541328,5.0
401849,5.0
45968,5.0
156062,5.0
136612,2.0
358763,4.0
247666,1.0
500334,3.0
540412,4.0
170205,5.0
270866,5.0
407175,5.0
227639,5.0
60536,1.0
129914,5.0
504209,5.0
182567,1.0
262661,5.0
438463,5.0
254711,5.0
272150,5.0
134804,5.0
115162,4.0
229082,5.0
260287,5.0
137322,5.0
399668,1.0
172044,3.0
193628,3.0
105629,5.0
338989,5.0
499420,5.0
239183,2.0
546387,5.0
51287,5.0
462704,5.0
49785,5.0
205953,5.0
229356,5.0
153005,5.0
14953,5.0
407592,4.0
463009,2.0
440979,5.0
544527,5.0
378792,4.0
208844,5.0
179733,5.0
313569,1.0
52008,4.0
346284,5.0
180729,4.0
486470,5.0
392862,5.0
390788,1.0
292423,5.0
250064,4.0
409800,5.0
129402,1.0
477046,5.0
488303,5.0
472728,4.0
166673,5.0
78896,4.0
164065,3.0
554444,5.0
152602,5.0
412243,1.0
266920,5.0
407545,4.0
145092,5.0
259263,4.0
380760,5.0
346433,1.0
323389,3.0
422366,5.0
482850,5.0
395424,4.0
462710,5.0
28603,5.0
544213,5.0
416903,4.0
8560,1.0
167063,5.0
2472,5.0
339970,3.0
152975,5.0
343883,5.0
310167,1.0
494055,5.0
298497,5.0
436024,2.0
190506,5.0
147880,4.0
36593,5.0
110183,5.0
21459,5.0
125114,5.0
127546,5.0
406365,2.0
314191,1.0
554363,3.0
326305,4.0
326403,5.0
481920,5.0
149831,5.0
61569,5.0
548619,1.0
461181,5.0
262291,5.0
2492,1.0
226605,5.0
398549,1.0
329227,5.0
438589,5.0
529299,5.0
263011,5.0
546294,5.0
218213,5.0
317176,5.0
513668,4.0
257648,4.0
373257,5.0
429897,5.0
99330,5.0
525590,5.0
525732,5.0
275643,5.0
172304,5.0
73651,4.0
438855,4.0
183133,1.0
454515,1.0
487395,4.0
266922,5.0
37263,5.0
311505,5.0
251917,5.0
311666,5.0
557621,5.0
170091,1.0
204642,5.0
399611,1.0
240976,5.0
24156,5.0
441824,4.0
121478,5.0
264299,5.0
331481,5.0
231076,5.0
132504,4.0
250089,5.0
497527,4.0
80170,4.0
339440,5.0
304202,5.0
297257,1.0
475876,2.0
50599,4.0
243,5.0
247442,2.0
303159,4.0
32496,4.0
128488,5.0
411044,3.0
129608,5.0
523423,5.0
252278,5.0
177478,5.0
223877,5.0
487143,4.0
167029,5.0
515977,5.0
83333,5.0
129897,4.0
310382,2.0
325875,5.0
351270,4.0
116082,5.0
145880,5.0
367571,3.0
456029,5.0
436025,5.0
66356,1.0
319961,5.0
136260,1.0
541309,1.0
71545,5.0
102054,4.0
468858,4.0
288837,5.0
118993,5.0
428572,5.0
303611,5.0
439765,5.0
165614,5.0
246283,5.0
228157,5.0
362727,5.0
126670,5.0
64484,4.0
402866,4.0
136648,5.0
279325,5.0
139477,1.0
17474,5.0
82956,5.0
426557,4.0
309974,1.0
90451,1.0
431287,5.0
149722,1.0
537530,5.0
306217,5.0
152062,5.0
490735,4.0
257675,5.0
232015,2.0
173948,5.0
66821,2.0
237372,5.0
186715,4.0
534977,1.0
476413,5.0
217401,5.0
197754,5.0
439135,5.0
199261,2.0
170891,5.0
315710,4.0
283150,1.0
18547,5.0
271464,3.0
139235,4.0
362970,5.0
157005,5.0
350991,5.0
386638,5.0
107027,5.0
481544,5.0
457486,5.0
517287,5.0
512505,2.0
354732,5.0
492761,1.0
328344,5.0
509211,5.0
4972,1.0
181074,5.0
492819,5.0
413498,5.0
542147,4.0
308665,4.0
405912,5.0
417158,5.0
430820,4.0
251252,5.0
149780,5.0
380122,5.0
248160,5.0
185281,1.0
117679,5.0
505978,5.0
169578,1.0
458490,3.0
447503,5.0
555184,1.0
63794,4.0
267701,5.0
310370,5.0
100381,5.0
97135,5.0
72451,5.0
409099,3.0
262625,4.0
84229,1.0
287690,5.0
30156,4.0
137107,3.0
182491,5.0
393325,5.0
349605,1.0
240913,5.0
451149,4.0
413167,5.0
360783,5.0
463583,5.0
415138,5.0
187078,5.0
420982,5.0
165310,1.0
261461,5.0
399758,5.0
204440,5.0
464606,5.0
415876,5.0
144696,4.0
368005,1.0
385290,2.0
262567,5.0
290302,5.0
394950,5.0
491062,5.0
377470,4.0
288519,5.0
559849,5.0
416064,5.0
30258,5.0
292572,5.0
105248,5.0
399094,5.0
273254,1.0
306070,5.0
192375,5.0
120725,4.0
494233,5.0
241201,1.0
167807,5.0
417078,5.0
466397,5.0
78305,4.0
270154,3.0
11277,5.0
419399,5.0
340094,3.0
422763,5.0
276108,4.0
49122,2.0
311823,5.0
200714,5.0
500606,3.0
24743,4.0
476168,1.0
66837,5.0
262273,5.0
204411,5.0
129300,1.0
529450,5.0
449177,3.0
279485,5.0
46440,5.0
327766,2.0
282469,1.0
381183,5.0
182693,5.0
391022,5.0
90647,4.0
245242,5.0
190021,5.0
360895,5.0
215833,5.0
458433,5.0
473161,5.0
96139,5.0
434268,5.0
389059,3.0
186746,5.0
419597,5.0
447495,4.0
85839,3.0
111911,4.0
145878,5.0
169791,5.0
424715,5.0
356998,5.0
352220,4.0
335528,5.0
513232,5.0
555283,1.0
415088,5.0
499659,5.0
552198,5.0
468157,4.0
275729,5.0
346087,5.0
293117,2.0
475781,5.0
163797,5.0
110006,5.0
495780,1.0
511291,5.0
32985,1.0
350004,2.0
315371,5.0
350860,5.0
44526,1.0
63661,5.0
321427,5.0
389540,1.0
457951,5.0
416541,5.0
314611,5.0
154715,5.0
10611,5.0
479061,5.0
99051,4.0
74260,5.0
57867,5.0
529327,4.0
318085,5.0
40325,5.0
107983,5.0
132363,5.0
291592,2.0
180951,5.0
275097,5.0
439246,1.0
408707,5.0
172171,1.0
321753,5.0
363618,1.0
553865,5.0
86967,2.0
483827,5.0
81277,5.0
400404,5.0
124852,5.0
390959,5.0
73582,5.0
56718,5.0
246569,4.0
392633,4.0
247324,3.0
310342,2.0
231679,5.0
113319,5.0
24148,1.0
540841,5.0
491355,5.0
491678,5.0
126126,4.0
37356,5.0
347104,5.0
560702,5.0
18221,4.0
504795,5.0
519038,5.0
237182,5.0
25923,5.0
16646,1.0
62088,1.0
451799,5.0
244739,5.0
351476,5.0
496143,4.0
319028,5.0
105409,5.0
201513,5.0
246702,5.0
483577,2.0
459511,1.0
360405,5.0
361154,3.0
174573,3.0
545675,5.0
79523,3.0
364266,5.0
314659,5.0
409397,4.0
209298,4.0
45801,5.0
40849,5.0
139393,5.0
520371,5.0
291777,1.0
458258,5.0
533110,5.0
238266,5.0
385029,5.0
397245,3.0
459293,5.0
489789,5.0
161777,5.0
53773,3.0
375749,1.0
470044,5.0
99763,5.0
337198,5.0
438288,5.0
191235,5.0
450615,5.0
513480,5.0
238948,5.0
43553,5.0
120531,5.0
505882,5.0
138854,5.0
552519,4.0
193135,3.0
14418,3.0
242925,4.0
360667,5.0
462202,5.0
239588,4.0
283573,5.0
263936,2.0
275902,5.0
513032,5.0
20252,5.0
328614,4.0
136173,4.0
414231,5.0
21446,5.0
238341,5.0
241110,5.0
20859,5.0
514617,5.0
49822,5.0
13949,4.0
13000,5.0
239591,5.0
412124,4.0
65255,2.0
43865,5.0
167974,1.0
301220,5.0
493875,1.0
116766,5.0
195550,5.0
275189,5.0
434742,5.0
290478,3.0
4563,1.0
42665,5.0
258095,5.0
278276,5.0
280971,4.0
401962,3.0
413213,1.0
194515,5.0
25567,5.0
183457,5.0
237135,3.0
515007,5.0
149745,4.0
457013,5.0
347646,5.0
461536,5.0
394510,4.0
546934,5.0
122858,5.0
2146,5.0
145463,5.0
332410,5.0
153014,5.0
380210,5.0
358848,5.0
283082,3.0
91984,4.0
240315,1.0
469050,5.0
349460,5.0
506457,5.0
368498,5.0
146643,5.0
126170,5.0
91130,5.0
12566,3.0
96119,5.0
508462,5.0
87793,2.0
433203,5.0
466304,4.0
497616,5.0
522621,5.0
331890,5.0
236869,5.0
40505,5.0
387087,4.0
536313,4.0
333689,3.0
442923,4.0
169102,5.0
465051,5.0
557547,5.0
43695,5.0
456377,4.0
273444,3.0
471079,5.0
438457,5.0
319726,5.0
274463,5.0
260093,5.0
418109,1.0
335157,5.0
477622,5.0
258151,5.0
540828,4.0
102639,5.0
478624,1.0
34214,5.0
119987,4.0
597,5.0
194610,4.0
474955,5.0
150326,4.0
469167,5.0
300129,5.0
501563,5.0
336716,3.0
340234,5.0
36624,5.0
332263,5.0
503167,5.0
202053,4.0
516474,5.0
17337,5.0
312353,4.0
130887,5.0
331977,1.0
427798,1.0
386663,5.0
30059,5.0
258375,5.0
63093,5.0
65623,5.0
518036,5.0
144755,5.0
378466,5.0
228238,5.0
102224,5.0
29471,5.0
172053,5.0
280155,5.0
527540,2.0
71426,5.0
115145,5.0
127452,5.0
295909,4.0
429956,5.0
392873,5.0
75464,5.0
308668,5.0
93435,5.0
39124,5.0
559561,5.0
402069,5.0
153862,5.0
235290,5.0
281638,5.0
451180,5.0
238403,5.0
143854,1.0
71077,4.0
398273,5.0
162206,5.0
154533,5.0
420658,2.0
83026,1.0
233320,5.0
148700,5.0
462139,2.0
81747,4.0
112047,4.0
87996,1.0
569,4.0
313247,1.0
400879,5.0
453162,5.0
318247,5.0
291915,1.0
129670,4.0
376619,5.0
280647,4.0
212989,1.0
220162,5.0
472477,5.0
366051,5.0
281254,4.0
13283,5.0
274972,5.0
329896,5.0
116580,2.0
243898,5.0
350722,5.0
404168,5.0
480406,5.0
522223,5.0
461548,1.0
9376,5.0
486328,4.0
376138,5.0
236417,5.0
350406,5.0
182612,5.0
539308,5.0
262580,5.0
418949,5.0
88798,5.0
552306,5.0
512382,5.0
65334,5.0
299925,3.0
491342,4.0
536513,5.0
481822,5.0
423629,5.0
16950,4.0
446696,5.0
210373,5.0
41839,5.0
272954,5.0
67305,5.0
312898,5.0
405147,5.0
494276,5.0
191126,1.0
157053,5.0
523196,4.0
18603,5.0
349653,1.0
433954,1.0
419262,1.0
237261,5.0
332713,5.0
279506,5.0
501505,5.0
262165,5.0
99971,5.0
367366,4.0
263393,5.0
91375,3.0
498380,5.0
396470,5.0
324814,4.0
295582,4.0
517127,1.0
485502,2.0
72080,4.0
102248,5.0
14060,2.0
424020,2.0
500862,5.0
299816,5.0
437505,5.0
118804,5.0
511730,1.0
472874,5.0
260625,5.0
150651,5.0
424515,1.0
373621,5.0
395204,5.0
470386,5.0
207017,5.0
16846,4.0
70145,5.0
169492,5.0
351053,5.0
364832,5.0
545392,4.0
556168,5.0
232557,5.0
362983,5.0
127244,5.0
38346,1.0
503574,5.0
10440,5.0
556958,5.0
463521,5.0
351825,5.0
301160,5.0
53726,5.0
391173,5.0
287102,3.0
177302,5.0
420839,5.0
425851,5.0
128235,5.0
280051,4.0
52871,4.0
4211,5.0
439540,5.0
19011,5.0
487149,5.0
323281,5.0
360146,5.0
548303,5.0
248508,5.0
458060,5.0
340253,4.0
505665,5.0
226798,5.0
437024,5.0
203665,5.0
140907,4.0
491371,4.0
427931,5.0
346169,5.0
272151,4.0
539454,5.0
217927,4.0
314759,5.0
36400,4.0
393785,2.0
19881,1.0
105386,1.0
138328,5.0
515113,5.0
72088,5.0
517588,1.0
180714,2.0
524422,2.0
67134,1.0
158080,3.0
94922,5.0
378359,5.0
547478,5.0
20402,1.0
175972,5.0
8053,5.0
345144,5.0
246560,5.0
349694,5.0
145082,1.0
526865,5.0
212970,5.0
406360,2.0
525728,5.0
490506,1.0
484295,3.0
141618,1.0
312261,5.0
33452,2.0
71380,1.0
234970,1.0
310240,5.0
265600,1.0
555584,3.0
62681,4.0
411423,5.0
412127,1.0
173334,5.0
547745,5.0
380368,5.0
214137,5.0
360798,3.0
29926,5.0
22544,1.0
172361,5.0
509013,4.0
524552,3.0
366599,5.0
537555,1.0
249620,5.0
185342,1.0
534143,5.0
398939,4.0
382228,1.0
177234,5.0
448350,5.0
42095,5.0
310626,4.0
145263,5.0
195227,3.0
26723,5.0
517902,5.0
9717,4.0
258358,5.0
253074,5.0
157361,3.0
398222,3.0
420216,5.0
417280,5.0
41237,5.0
143911,4.0
215844,5.0
83501,5.0
152717,5.0
125654,2.0
61068,5.0
83987,5.0
81037,5.0
208131,1.0
63534,1.0
219930,5.0
24085,4.0
96118,5.0
416781,4.0
126672,5.0
490446,5.0
340963,5.0
247359,1.0
374218,4.0
22638,5.0
550720,4.0
63708,5.0
401312,5.0
183892,5.0
339733,5.0
338717,1.0
189861,4.0
12322,4.0
309310,1.0
268138,4.0
263523,3.0
531001,4.0
257933,5.0
145039,5.0
541570,5.0
201188,5.0
182897,5.0
34446,3.0
231538,1.0
465788,5.0
79105,5.0
481826,4.0
552322,5.0
524747,3.0
411020,5.0
31149,2.0
370696,5.0
109263,5.0
334171,5.0
143114,4.0
234254,5.0
321795,5.0
482141,3.0
222166,5.0
42533,5.0
527693,5.0
40593,5.0
98559,5.0
380398,4.0
426811,4.0
95810,5.0
430952,1.0
31444,5.0
96834,5.0
183089,5.0
224693,5.0
138211,5.0
217991,5.0
299154,5.0
61478,3.0
141293,5.0
474811,5.0
265790,5.0
63570,3.0
4903,5.0
475512,4.0
338080,5.0
119819,5.0
441758,3.0
515558,5.0
486106,5.0
150979,5.0
61634,3.0
520296,3.0
301179,5.0
183643,5.0
314800,5.0
103636,5.0
515931,5.0
449510,1.0
227389,5.0
108493,5.0
464260,1.0
513601,5.0
27305,3.0
241956,5.0
446828,5.0
211898,5.0
264059,5.0
510689,1.0
338663,5.0
529969,4.0
163293,5.0
484880,5.0
234694,2.0
146192,5.0
480109,5.0
455657,5.0
388693,3.0
507304,5.0
290605,4.0
197078,5.0
280033,2.0
56302,5.0
144603,4.0
401705,5.0
416114,5.0
375710,3.0
161356,5.0
130692,5.0
224822,2.0
246548,1.0
25909,5.0
213367,5.0
262193,3.0
44401,5.0
128700,4.0
1765,5.0
185334,5.0
397703,4.0
